2016-02-21	1	4	9	10.2                                                                                                                                                                                                                                                                                                              
2016-02-21	2	6	11	4.5                                                                                                                                                                                                                                                                                                              
2016-02-21	3	1	4	18.2                                                                                                                                                                                                                                                                                                              
2016-02-21	4	11	12	28.4                                                                                                                                                                                                                                                                                                              
2016-02-21	5	3	5	6.5                                                                                                                                                                                                                                                                                                              
2016-02-21	6	7	3	14.6                                                                                                                                                                                                                                                                                                              
2016-02-21	7	6	3	8.0                                                                                                                                                                                                                                                                                                              
2016-02-21	8	5	1	24.9                                                                                                                                                                                                                                                                                                              
2016-02-21	9	9	4	4.9                                                                                                                                                                                                                                                                                                              
2016-02-21	10	13	4	6.4                                                                                                                                                                                                                                                                                                              
2016-02-21	11	11	8	84.2                                                                                                                                                                                                                                                                                                              
