2016-01-30	1	8	3	3.5                                                                                                                                                                                                                                                                                                              
2016-01-30	2	9	2	42.6                                                                                                                                                                                                                                                                                                              
2016-01-30	3	4	9	44.4                                                                                                                                                                                                                                                                                                              
2016-01-30	4	2	14	24.1                                                                                                                                                                                                                                                                                                              
2016-01-30	5	1	2	17.5                                                                                                                                                                                                                                                                                                              
2016-01-30	6	11	4	10.3                                                                                                                                                                                                                                                                                                              
2016-01-30	7	7	10	77.1                                                                                                                                                                                                                                                                                                              
2016-01-30	8	12	5	24.7                                                                                                                                                                                                                                                                                                              
2016-01-30	9	11	8	18.8                                                                                                                                                                                                                                                                                                              
2016-01-30	10	9	10	3.6                                                                                                                                                                                                                                                                                                              
2016-01-30	11	5	1	4.0                                                                                                                                                                                                                                                                                                              
2016-01-30	12	7	14	10.9                                                                                                                                                                                                                                                                                                              
2016-01-30	13	11	14	50.0                                                                                                                                                                                                                                                                                                              
