2016-12-03	1	12	5	243.4                                                                                                                                                                                                                                                                                                              
2016-12-03	2	3	2	2.1                                                                                                                                                                                                                                                                                                              
2016-12-03	3	3	7	10.5                                                                                                                                                                                                                                                                                                              
2016-12-03	4	4	11	36.9                                                                                                                                                                                                                                                                                                              
2016-12-03	5	3	2	6.8                                                                                                                                                                                                                                                                                                              
2016-12-03	6	2	6	6.4                                                                                                                                                                                                                                                                                                              
2016-12-03	7	9	10	33.8                                                                                                                                                                                                                                                                                                              
2016-12-03	8	4	3	17.7                                                                                                                                                                                                                                                                                                              
2016-12-03	9	7	3	35.0                                                                                                                                                                                                                                                                                                              
2016-12-03	10	6	5	3.3                                                                                                                                                                                                                                                                                                              
2016-12-03	11	3	4	19.7                                                                                                                                                                                                                                                                                                              
2016-12-03	12	4	9	90.8                                                                                                                                                                                                                                                                                                              
