2016-02-27	1	8	12	35.4                                                                                                                                                                                                                                                                                                              
2016-02-27	2	10	9	13.8                                                                                                                                                                                                                                                                                                              
2016-02-27	3	4	5	8.3                                                                                                                                                                                                                                                                                                              
2016-02-27	4	3	6	7.2                                                                                                                                                                                                                                                                                                              
2016-02-27	5	8	3	6.4                                                                                                                                                                                                                                                                                                              
2016-02-27	6	4	9	21.5                                                                                                                                                                                                                                                                                                              
2016-02-27	7	5	2	26.9                                                                                                                                                                                                                                                                                                              
2016-02-27	8	10	12	12.1                                                                                                                                                                                                                                                                                                              
2016-02-27	9	1	2	18.8                                                                                                                                                                                                                                                                                                              
2016-02-27	10	6	3	15.2                                                                                                                                                                                                                                                                                                              
2016-02-27	11	9	10	4.0                                                                                                                                                                                                                                                                                                              
2016-02-27	12	9	2	16.7                                                                                                                                                                                                                                                                                                              
