2016-03-26	1	11	5	8.8                                                                                                                                                                                                                                                                                                              
2016-03-26	2	4	2	6.9                                                                                                                                                                                                                                                                                                              
2016-03-26	3	1	5	4.1                                                                                                                                                                                                                                                                                                              
2016-03-26	4	7	11	104.8                                                                                                                                                                                                                                                                                                              
2016-03-26	5	8	7	6.6                                                                                                                                                                                                                                                                                                              
2016-03-26	6	1	11	5.7                                                                                                                                                                                                                                                                                                              
2016-03-26	7	12	4	71.6                                                                                                                                                                                                                                                                                                              
2016-03-26	8	3	8	21.9                                                                                                                                                                                                                                                                                                              
2016-03-26	9	3	1	5.1                                                                                                                                                                                                                                                                                                              
2016-03-26	10	6	3	10.7                                                                                                                                                                                                                                                                                                              
2016-03-26	11	6	9	257.6                                                                                                                                                                                                                                                                                                              
2016-03-26	12	1	2	7.7                                                                                                                                                                                                                                                                                                              
