2016-12-04	1	2	7	33.7                                                                                                                                                                                                                                                                                                              
2016-12-04	2	1	8	3.7                                                                                                                                                                                                                                                                                                              
2016-12-04	3	7	6	8.8                                                                                                                                                                                                                                                                                                              
2016-12-04	4	11	2	4.7                                                                                                                                                                                                                                                                                                              
2016-12-04	5	5	7	12.6                                                                                                                                                                                                                                                                                                              
2016-12-04	6	4	1	8.3                                                                                                                                                                                                                                                                                                              
2016-12-04	7	5	10	17.5                                                                                                                                                                                                                                                                                                              
2016-12-04	8	1	7	17.8                                                                                                                                                                                                                                                                                                              
2016-12-04	9	8	3	39.6                                                                                                                                                                                                                                                                                                              
2016-12-04	10	3	2	10.0                                                                                                                                                                                                                                                                                                              
2016-12-04	11	2	4	58.8                                                                                                                                                                                                                                                                                                              
