2016-10-23	1	5	4	133.0                                                                                                                                                                                                                                                                                                              
2016-10-23	2	2	9	12.4                                                                                                                                                                                                                                                                                                              
2016-10-23	3	10	1	8.3                                                                                                                                                                                                                                                                                                              
2016-10-23	4	7	6	6.1                                                                                                                                                                                                                                                                                                              
2016-10-23	5	4	9	41.5                                                                                                                                                                                                                                                                                                              
2016-10-23	6	2	7	16.3                                                                                                                                                                                                                                                                                                              
2016-10-23	7	5	8	23.2                                                                                                                                                                                                                                                                                                              
2016-10-23	8	4	11	5.5                                                                                                                                                                                                                                                                                                              
2016-10-23	9	7	9	6.0                                                                                                                                                                                                                                                                                                              
2016-10-23	10	1	7	5.2                                                                                                                                                                                                                                                                                                              
2016-10-23	11	6	1	33.3                                                                                                                                                                                                                                                                                                              
