2016-07-23	1	4	3	7.7                                                                                                                                                                                                                                                                                                              
2016-07-23	2	4	1	4.5                                                                                                                                                                                                                                                                                                              
2016-07-23	3	3	2	2.8                                                                                                                                                                                                                                                                                                              
2016-07-23	4	5	4	121.9                                                                                                                                                                                                                                                                                                              
2016-07-23	5	4	5	50.2                                                                                                                                                                                                                                                                                                              
2016-07-23	6	10	1	28.5                                                                                                                                                                                                                                                                                                              
2016-07-23	7	9	5	47.2                                                                                                                                                                                                                                                                                                              
2016-07-23	8	5	8	2.6                                                                                                                                                                                                                                                                                                              
2016-07-23	9	11	4	254.4                                                                                                                                                                                                                                                                                                              
2016-07-23	10	3	9	22.6                                                                                                                                                                                                                                                                                                              
2016-07-23	11	6	5	11.0                                                                                                                                                                                                                                                                                                              
2016-07-23	12	8	5	54.9                                                                                                                                                                                                                                                                                                              
