2017-03-18	1	5	2	2.0                                                                                                                                                                                                                                                                                                              
2017-03-18	2	3	6	22.7                                                                                                                                                                                                                                                                                                              
2017-03-18	3	2	1	15.6                                                                                                                                                                                                                                                                                                              
2017-03-18	4	12	10	5.2                                                                                                                                                                                                                                                                                                              
2017-03-18	5	9	1	64.0                                                                                                                                                                                                                                                                                                              
2017-03-18	6	7	11	12.8                                                                                                                                                                                                                                                                                                              
2017-03-18	7	11	5	22.9                                                                                                                                                                                                                                                                                                              
2017-03-18	8	6	1	2.7                                                                                                                                                                                                                                                                                                              
2017-03-18	9	3	9	42.9                                                                                                                                                                                                                                                                                                              
2017-03-18	10	6	2	5.1                                                                                                                                                                                                                                                                                                              
2017-03-18	11	6	8	8.7                                                                                                                                                                                                                                                                                                              
