2016-09-10	1	11	3	82.1                                                                                                                                                                                                                                                                                                              
2016-09-10	2	1	5	13.2                                                                                                                                                                                                                                                                                                              
2016-09-10	3	3	7	98.2                                                                                                                                                                                                                                                                                                              
2016-09-10	4	2	4	6.9                                                                                                                                                                                                                                                                                                              
2016-09-10	5	9	5	8.2                                                                                                                                                                                                                                                                                                              
2016-09-10	6	5	12	33.8                                                                                                                                                                                                                                                                                                              
2016-09-10	7	2	6	6.9                                                                                                                                                                                                                                                                                                              
2016-09-10	8	13	3	51.4                                                                                                                                                                                                                                                                                                              
2016-09-10	9	3	11	17.8                                                                                                                                                                                                                                                                                                              
2016-09-10	10	3	2	11.0                                                                                                                                                                                                                                                                                                              
2016-09-10	11	8	4	3.8                                                                                                                                                                                                                                                                                                              
2016-09-10	12	3	6	28.4                                                                                                                                                                                                                                                                                                              
2016-09-10	13	7	1	26.9                                                                                                                                                                                                                                                                                                              
