2016-05-14	1	3	8	1.9                                                                                                                                                                                                                                                                                                              
2016-05-14	2	7	8	3.5                                                                                                                                                                                                                                                                                                              
2016-05-14	3	1	6	9.8                                                                                                                                                                                                                                                                                                              
2016-05-14	4	8	4	11.7                                                                                                                                                                                                                                                                                                              
2016-05-14	5	10	2	9.0                                                                                                                                                                                                                                                                                                              
2016-05-14	6	7	2	36.2                                                                                                                                                                                                                                                                                                              
2016-05-14	7	4	3	338.7                                                                                                                                                                                                                                                                                                              
2016-05-14	8	6	7	9.9                                                                                                                                                                                                                                                                                                              
2016-05-14	9	3	10	55.9                                                                                                                                                                                                                                                                                                              
2016-05-14	10	8	5	6.7                                                                                                                                                                                                                                                                                                              
2016-05-14	11	10	5	8.0                                                                                                                                                                                                                                                                                                              
2016-05-14	12	2	9	14.2                                                                                                                                                                                                                                                                                                              
