2017-04-22	1	3	10	5.7                                                                                                                                                                                                                                                                                                              
2017-04-22	2	7	2	7.5                                                                                                                                                                                                                                                                                                              
2017-04-22	3	11	10	33.5                                                                                                                                                                                                                                                                                                              
2017-04-22	4	2	6	4.3                                                                                                                                                                                                                                                                                                              
2017-04-22	5	2	9	2.4                                                                                                                                                                                                                                                                                                              
2017-04-22	6	6	10	8.9                                                                                                                                                                                                                                                                                                              
2017-04-22	7	7	1	15.2                                                                                                                                                                                                                                                                                                              
2017-04-22	8	3	1	8.9                                                                                                                                                                                                                                                                                                              
2017-04-22	9	11	7	4.8                                                                                                                                                                                                                                                                                                              
2017-04-22	10	5	6	28.2                                                                                                                                                                                                                                                                                                              
2017-04-22	11	10	2	226.2                                                                                                                                                                                                                                                                                                              
