2016-12-10	1	1	10	27.9                                                                                                                                                                                                                                                                                                              
2016-12-10	2	4	1	3.5                                                                                                                                                                                                                                                                                                              
2016-12-10	3	6	5	132.6                                                                                                                                                                                                                                                                                                              
2016-12-10	4	10	4	27.5                                                                                                                                                                                                                                                                                                              
2016-12-10	5	3	2	6.2                                                                                                                                                                                                                                                                                                              
2016-12-10	6	2	7	6.5                                                                                                                                                                                                                                                                                                              
2016-12-10	7	7	2	10.0                                                                                                                                                                                                                                                                                                              
2016-12-10	8	2	5	5.2                                                                                                                                                                                                                                                                                                              
2016-12-10	9	3	5	10.9                                                                                                                                                                                                                                                                                                              
2016-12-10	10	1	4	14.1                                                                                                                                                                                                                                                                                                              
2016-12-10	11	8	6	6.0                                                                                                                                                                                                                                                                                                              
2016-12-10	12	10	2	251.6                                                                                                                                                                                                                                                                                                              
