2017-03-25	1	2	12	462.5                                                                                                                                                                                                                                                                                                              
2017-03-25	2	11	8	40.5                                                                                                                                                                                                                                                                                                              
2017-03-25	3	4	6	29.4                                                                                                                                                                                                                                                                                                              
2017-03-25	4	7	8	6.2                                                                                                                                                                                                                                                                                                              
2017-03-25	5	4	12	3.4                                                                                                                                                                                                                                                                                                              
2017-03-25	6	10	9	21.9                                                                                                                                                                                                                                                                                                              
2017-03-25	7	6	3	15.8                                                                                                                                                                                                                                                                                                              
2017-03-25	8	12	7	8.7                                                                                                                                                                                                                                                                                                              
2017-03-25	9	7	12	14.2                                                                                                                                                                                                                                                                                                              
2017-03-25	10	12	6	19.5                                                                                                                                                                                                                                                                                                              
2017-03-25	11	10	11	12.3                                                                                                                                                                                                                                                                                                              
