2016-06-19	1	12	2	25.1                                                                                                                                                                                                                                                                                                              
2016-06-19	2	1	2	8.7                                                                                                                                                                                                                                                                                                              
2016-06-19	3	1	12	13.6                                                                                                                                                                                                                                                                                                              
2016-06-19	4	11	4	83.7                                                                                                                                                                                                                                                                                                              
2016-06-19	5	5	6	35.4                                                                                                                                                                                                                                                                                                              
2016-06-19	6	11	6	315.1                                                                                                                                                                                                                                                                                                              
2016-06-19	7	4	1	7.7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016-06-19	8	7	2	6.0                                                                                                                                                                                                                                                                                                              
2016-06-19	9	5	2	8.3                                                                                                                                                                                                                                                                                                              
2016-06-19	10	1	6	4.8                                                                                                                                                                                                                                                                                                              
2016-06-19	11	5	8	15.8                                                                                                                                                                                                                                                                                                              
