2016-10-16	1	5	2	2.4                                                                                                                                                                                                                                                                                                              
2016-10-16	2	7	4	293.6                                                                                                                                                                                                                                                                                                              
2016-10-16	3	9	1	3.6                                                                                                                                                                                                                                                                                                              
2016-10-16	4	8	9	12.5                                                                                                                                                                                                                                                                                                              
2016-10-16	5	5	2	23.1                                                                                                                                                                                                                                                                                                              
2016-10-16	6	4	6	5.5                                                                                                                                                                                                                                                                                                              
2016-10-16	7	4	7	4.6                                                                                                                                                                                                                                                                                                              
2016-10-16	8	11	2	6.1                                                                                                                                                                                                                                                                                                              
2016-10-16	9	9	5	10.4                                                                                                                                                                                                                                                                                                              
2016-10-16	10	11	10	283.9                                                                                                                                                                                                                                                                                                              
2016-10-16	11	2	8	11.2                                                                                                                                                                                                                                                                                                              
