2016-05-15	1	2	7	3.7                                                                                                                                                                                                                                                                                                              
2016-05-15	2	7	1	4.8                                                                                                                                                                                                                                                                                                              
2016-05-15	3	10	6	13.0                                                                                                                                                                                                                                                                                                              
2016-05-15	4	5	8	7.1                                                                                                                                                                                                                                                                                                              
2016-05-15	5	5	9	21.5                                                                                                                                                                                                                                                                                                              
2016-05-15	6	3	7	43.0                                                                                                                                                                                                                                                                                                              
2016-05-15	7	5	8	6.2                                                                                                                                                                                                                                                                                                              
2016-05-15	8	10	9	5.8                                                                                                                                                                                                                                                                                                              
2016-05-15	9	12	4	7.5                                                                                                                                                                                                                                                                                                              
2016-05-15	10	9	5	23.4                                                                                                                                                                                                                                                                                                              
