2016-07-31	1	11	4	2.7                                                                                                                                                                                                                                                                                                              
2016-07-31	2	3	10	33.1                                                                                                                                                                                                                                                                                                              
2016-07-31	3	8	12	18.3                                                                                                                                                                                                                                                                                                              
2016-07-31	4	6	10	44.6                                                                                                                                                                                                                                                                                                              
2016-07-31	5	5	9	232.0                                                                                                                                                                                                                                                                                                              
2016-07-31	6	5	3	21.0                                                                                                                                                                                                                                                                                                              
2016-07-31	7	11	3	18.4                                                                                                                                                                                                                                                                                                              
2016-07-31	8	4	7	2.1                                                                                                                                                                                                                                                                                                              
2016-07-31	9	2	10	17.0                                                                                                                                                                                                                                                                                                              
2016-07-31	10	7	8	48.5                                                                                                                                                                                                                                                                                                              
2016-07-31	11	6	10	26.1                                                                                                                                                                                                                                                                                                              
2016-07-31	12	1	8	6.7                                                                                                                                                                                                                                                                                                              
2016-07-31	13	4	13	21.7                                                                                                                                                                                                                                                                                                              
2016-07-31	14	9	3	25.3                                                                                                                                                                                                                                                                                                              
2016-07-31	15	5	6	32.6                                                                                                                                                                                                                                                                                                              
