2016-12-17	1	2	5	9.3                                                                                                                                                                                                                                                                                                              
2016-12-17	2	8	2	5.0                                                                                                                                                                                                                                                                                                              
2016-12-17	3	4	11	36.5                                                                                                                                                                                                                                                                                                              
2016-12-17	4	4	11	13.2                                                                                                                                                                                                                                                                                                              
2016-12-17	5	1	4	57.9                                                                                                                                                                                                                                                                                                              
2016-12-17	6	7	1	6.6                                                                                                                                                                                                                                                                                                              
2016-12-17	7	1	7	15.4                                                                                                                                                                                                                                                                                                              
2016-12-17	8	5	7	9.0                                                                                                                                                                                                                                                                                                              
2016-12-17	9	11	6	31.9                                                                                                                                                                                                                                                                                                              
2016-12-17	10	1	6	27.0                                                                                                                                                                                                                                                                                                              
2016-12-17	11	1	6	16.3                                                                                                                                                                                                                                                                                                              
2016-12-17	12	5	4	53.8                                                                                                                                                                                                                                                                                                              
