2016-05-28	1	5	10	7.7                                                                                                                                                                                                                                                                                                              
2016-05-28	2	1	3	10.3                                                                                                                                                                                                                                                                                                              
2016-05-28	3	4	6	2.5                                                                                                                                                                                                                                                                                                              
2016-05-28	4	4	11	17.1                                                                                                                                                                                                                                                                                                              
2016-05-28	5	4	11	3.5                                                                                                                                                                                                                                                                                                              
2016-05-28	6	6	12	2.4                                                                                                                                                                                                                                                                                                              
2016-05-28	7	1	4	9.5                                                                                                                                                                                                                                                                                                              
2016-05-28	8	10	5	160.3                                                                                                                                                                                                                                                                                                              
2016-05-28	9	3	9	7.1                                                                                                                                                                                                                                                                                                              
2016-05-28	10	6	10	7.4                                                                                                                                                                                                                                                                                                              
2016-05-28	11	1	11	7.9                                                                                                                                                                                                                                                                                                              
