2016-12-24	1	9	8	18.0                                                                                                                                                                                                                                                                                                              
2016-12-24	2	5	1	4.7                                                                                                                                                                                                                                                                                                              
2016-12-24	3	7	5	22.4                                                                                                                                                                                                                                                                                                              
2016-12-24	4	3	1	51.7                                                                                                                                                                                                                                                                                                              
2016-12-24	5	5	1	64.9                                                                                                                                                                                                                                                                                                              
2016-12-24	6	7	5	6.6                                                                                                                                                                                                                                                                                                              
2016-12-24	7	7	6	27.8                                                                                                                                                                                                                                                                                                              
2016-12-24	8	4	9	5.2                                                                                                                                                                                                                                                                                                              
2016-12-24	9	3	2	8.0                                                                                                                                                                                                                                                                                                              
2016-12-24	10	2	4	3.0                                                                                                                                                                                                                                                                                                              
2016-12-24	11	11	4	9.2                                                                                                                                                                                                                                                                                                              
2016-12-24	12	7	10	8.8                                                                                                                                                                                                                                                                                                              
2016-12-24	13	5	10	19.7                                                                                                                                                                                                                                                                                                              
2016-12-24	14	11	4	23.3                                                                                                                                                                                                                                                                                                              
2016-12-24	15	4	12	58.3                                                                                                                                                                                                                                                                                                              
