2016-04-23	1	10	8	8.5                                                                                                                                                                                                                                                                                                              
2016-04-23	2	4	6	10.3                                                                                                                                                                                                                                                                                                              
2016-04-23	3	9	7	2.7                                                                                                                                                                                                                                                                                                              
2016-04-23	4	4	1	13.3                                                                                                                                                                                                                                                                                                              
2016-04-23	5	2	8	8.5                                                                                                                                                                                                                                                                                                              
2016-04-23	6	1	8	7.1                                                                                                                                                                                                                                                                                                              
2016-04-23	7	4	5	2.7                                                                                                                                                                                                                                                                                                              
2016-04-23	8	1	5	3.6                                                                                                                                                                                                                                                                                                              
2016-04-23	9	4	5	2.2                                                                                                                                                                                                                                                                                                              
2016-04-23	10	4	11	19.4                                                                                                                                                                                                                                                                                                              
2016-04-23	11	12	2	8.8                                                                                                                                                                                                                                                                                                              
