2016-09-24	1	10	5	99.0                                                                                                                                                                                                                                                                                                              
2016-09-24	2	11	10	8.8                                                                                                                                                                                                                                                                                                              
2016-09-24	3	2	3	29.3                                                                                                                                                                                                                                                                                                              
2016-09-24	4	9	7	35.7                                                                                                                                                                                                                                                                                                              
2016-09-24	5	4	5	40.2                                                                                                                                                                                                                                                                                                              
2016-09-24	6	1	6	3.9                                                                                                                                                                                                                                                                                                              
2016-09-24	7	6	3	141.6                                                                                                                                                                                                                                                                                                              
2016-09-24	8	13	2	15.9                                                                                                                                                                                                                                                                                                              
2016-09-24	9	1	6	11.6                                                                                                                                                                                                                                                                                                              
2016-09-24	10	2	11	162.0                                                                                                                                                                                                                                                                                                              
2016-09-24	11	8	12	10.4                                                                                                                                                                                                                                                                                                              
2016-09-24	12	9	8	17.9                                                                                                                                                                                                                                                                                                              
2016-09-24	13	1	11	25.0                                                                                                                                                                                                                                                                                                              
