2017-01-14	1	5	1	81.5                                                                                                                                                                                                                                                                                                              
2017-01-14	2	5	8	12.3                                                                                                                                                                                                                                                                                                              
2017-01-14	3	10	8	9.0                                                                                                                                                                                                                                                                                                              
2017-01-14	4	6	1	42.0                                                                                                                                                                                                                                                                                                              
2017-01-14	5	5	1	57.1                                                                                                                                                                                                                                                                                                              
2017-01-14	6	9	5	14.5                                                                                                                                                                                                                                                                                                              
2017-01-14	7	6	2	35.7                                                                                                                                                                                                                                                                                                              
2017-01-14	8	11	3	8.8                                                                                                                                                                                                                                                                                                              
2017-01-14	9	8	2	76.1                                                                                                                                                                                                                                                                                                              
2017-01-14	10	3	2	154.9                                                                                                                                                                                                                                                                                                              
2017-01-14	11	2	3	40.6                                                                                                                                                                                                                                                                                                              
2017-01-14	12	2	1	66.6                                                                                                                                                                                                                                                                                                              
