2016-01-09	1	4	1	11.6                                                                                                                                                                                                                                                                                                              
2016-01-09	2	2	8	20.8                                                                                                                                                                                                                                                                                                              
2016-01-09	3	3	4	21.6                                                                                                                                                                                                                                                                                                              
2016-01-09	4	5	6	3.1                                                                                                                                                                                                                                                                                                              
2016-01-09	5	3	6	17.0                                                                                                                                                                                                                                                                                                              
2016-01-09	6	5	1	30.6                                                                                                                                                                                                                                                                                                              
2016-01-09	7	14	3	7.5                                                                                                                                                                                                                                                                                                              
2016-01-09	8	5	2	11.8                                                                                                                                                                                                                                                                                                              
2016-01-09	9	2	1	8.3                                                                                                                                                                                                                                                                                                              
2016-01-09	10	6	2	2.9                                                                                                                                                                                                                                                                                                              
2016-01-09	11	7	5	13.3                                                                                                                                                                                                                                                                                                              
2016-01-09	12	3	7	6.6                                                                                                                                                                                                                                                                                                              
