2016-05-08	1	2	10	13.6                                                                                                                                                                                                                                                                                                              
2016-05-08	2	4	7	7.0                                                                                                                                                                                                                                                                                                              
2016-05-08	3	6	3	39.9                                                                                                                                                                                                                                                                                                              
2016-05-08	4	5	8	87.4                                                                                                                                                                                                                                                                                                              
2016-05-08	5	3	4	40.1                                                                                                                                                                                                                                                                                                              
2016-05-08	6	9	3	94.8                                                                                                                                                                                                                                                                                                              
2016-05-08	7	2	1	18.8                                                                                                                                                                                                                                                                                                              
2016-05-08	8	6	1	9.3                                                                                                                                                                                                                                                                                                              
2016-05-08	9	1	4	6.1                                                                                                                                                                                                                                                                                                              
2016-05-08	10	9	4	6.6                                                                                                                                                                                                                                                                                                              
2016-05-08	11	9	1	20.7                                                                                                                                                                                                                                                                                                              
