date,close,open,high,low,diff
02-03-15,174.67,175.47,176.08,174.32,-0.55%
02-02-15,175.64,176.13,176.51,175.4,-0.42%
01-30-15,176.38,175.92,177,174.63,0.16%
01-29-15,176.09,173.62,176.22,173.55,1.32%
01-28-15,173.8,172.49,174.25,172.42,0.65%
01-27-15,172.67,172.63,173.58,172.09,-0.08%
01-26-15,172.81,172.95,173.44,172.12,-0.11%
01-23-15,173,174.62,175.25,172.59,-1.02%
01-22-15,174.79,174.07,175.42,174.03,0.32%
01-21-15,174.24,174.92,175.75,173.87,-0.49%
01-20-15,175.09,173.38,175.34,173.34,0.88%
01-19-15,173.56,173.71,174.77,172.95,-0.16%
01-16-15,173.84,173.7,174.39,173.2,-0.02%
01-15-15,173.88,174.6,175.56,173.68,-0.51%
01-14-15,174.77,173.89,175.33,173.57,0.41%
01-13-15,174.06,174.37,175.17,173.56,-0.28%
01-12-15,174.55,174.6,175.56,173.92,-0.19%
01-09-15,174.88,176.11,176.54,174.64,-0.79%
01-08-15,176.28,176.68,177.37,176.01,-0.32%
01-07-15,176.84,176.71,177.72,176.08,-0.02%
01-06-15,176.88,178.25,178.48,176.35,-0.87%
01-05-15,178.43,178.15,178.88,177.87,0.04%
01-02-15,178.36,175.87,178.41,175.76,1.33%
01-01-15,176.02,176.06,176.32,175.82,-0.14%
12-31-14,176.26,176.69,177.12,175.05,-0.34%
12-30-14,176.87,176.64,177.23,176.21,0.03%
12-29-14,176.82,176.62,177.1,176.15,-0.11%
12-26-14,177.02,177.65,178,176.58,-0.44%
12-25-14,177.81,177.51,178.34,177.36,0.07%
12-24-14,177.69,177.57,177.89,176.71,-0.03%
12-23-14,177.74,176.69,177.93,175.6,0.50%
12-22-14,176.86,176.67,176.86,176.67,-0.01%
12-19-14,176.87,176.79,177.38,176.24,-0.05%
12-18-14,176.96,176.98,178.56,176.13,-0.05%
12-17-14,177.05,174.48,177.43,174.46,1.37%
12-16-14,174.66,177.16,177.66,174.18,-1.51%
12-15-14,177.33,178.23,178.82,177.14,-0.66%
12-12-14,178.5,178.03,178.88,177.64,0.17%
12-11-14,178.2,178.18,178.58,177.32,-0.09%
12-10-14,178.36,178.34,179.29,177.8,-0.11%
12-09-14,178.56,179.98,180.78,177.89,-0.88%
12-08-14,180.15,182.28,182.52,179.77,-1.22%
12-05-14,182.37,180.57,182.45,180.31,0.90%
12-04-14,180.74,181.3,181.92,180.33,-0.41%
12-03-14,181.48,181.19,181.93,180.51,0.06%
12-02-14,181.37,180.24,181.56,179.43,0.52%
12-01-14,180.44,181.05,182.43,179.65,-0.42%
11-28-14,181.21,179.13,181.22,179.01,1.10%
11-27-14,179.24,179.62,179.92,178.51,-0.31%
11-26-14,179.8,180.77,180.96,179.59,-0.61%
11-25-14,180.91,181.2,181.9,180.44,-0.26%
11-24-14,181.38,181.24,182.06,180.82,-0.03%
11-21-14,181.43,181.48,182.33,180.76,-0.10%
11-20-14,181.62,181.83,182.59,181.13,-0.21%
11-19-14,182.01,179.62,182.08,179.51,1.20%
11-18-14,179.86,179.64,180.03,178.84,0.04%
11-17-14,179.78,179.35,180.28,178.25,0.10%
11-14-14,179.6,178.88,180.39,178.81,0.30%
11-13-14,179.06,178.66,179.57,178.16,0.13%
11-12-14,178.83,178.58,180.18,178.03,0.04%
11-11-14,178.76,178.02,179.57,177.57,0.33%
11-10-14,178.17,177.36,178.21,176.97,0.37%
11-07-14,177.51,178.33,179.11,177.28,-0.55%
11-06-14,178.5,178.26,179.52,177.19,0.07%
11-05-14,178.37,176.18,178.88,175.71,1.16%
11-04-14,176.33,176.86,177.14,175.83,-0.40%
11-03-14,177.03,175.53,177.14,175.05,0.79%
10-31-14,175.64,172.48,175.88,172.15,1.83%
10-30-14,172.49,172.29,173.32,172.13,-0.01%
10-29-14,172.5,171.32,172.71,170.77,0.62%
10-28-14,171.43,171.69,172.08,171.18,-0.26%
10-27-14,171.87,172.57,172.89,171.59,-0.58%
10-24-14,172.88,173.15,173.67,172.39,-0.16%
10-23-14,173.15,171.97,173.37,171.9,0.53%
10-22-14,172.23,172.23,172.6,171.6,-0.10%
10-21-14,172.41,172.44,172.69,171.84,-0.05%
10-20-14,172.49,173.4,173.83,172.31,-0.66%
10-17-14,173.64,173.12,174.27,173.06,0.21%
10-16-14,173.28,173.1,174.38,172.49,0.05%
10-15-14,173.2,173.91,174.69,172.54,-0.44%
10-14-14,173.96,173.99,174.49,173.27,-0.14%
10-13-14,174.2,175.02,175.32,173.87,-0.57%
10-10-14,175.19,173.33,175.51,173.33,0.97%
10-09-14,173.5,175,175.47,173.29,-0.96%
10-08-14,175.18,173.63,175.44,173.63,0.54%
10-07-14,174.24,173.26,174.38,173.06,0.07%
10-06-14,174.12,175.06,175.09,173.91,0.72%
10-03-14,172.88,172.83,172.88,172.83,-0.02%
10-02-14,172.91,172.8,173.34,172.19,-0.15%
10-01-14,173.17,172.15,173.44,172.15,0.76%
09-30-14,171.86,171.61,171.92,171.02,0.34%
09-29-14,171.28,171.01,171.68,170.8,0.49%
09-26-14,170.44,169.98,170.52,169.62,0.21%
09-25-14,170.09,169.44,170.26,169.44,0.37%
09-24-14,169.47,169.45,169.75,169.17,0.00%
09-23-14,169.47,169.83,170.22,169.02,-0.04%
09-22-14,169.53,169.46,169.93,169.1,-0.29%
09-19-14,170.03,169.91,170.84,169.6,0.01%
09-18-14,170.01,169.85,170.01,169.24,0.85%
09-17-14,168.57,167.89,168.66,167.89,-0.01%
09-16-14,168.59,168.95,168.99,167.89,-0.29%
09-15-14,169.08,169.24,169.8,168.77,0.19%
09-12-14,168.76,168.96,169.77,168.59,-0.14%
09-11-14,169,168.33,169.1,168.28,0.14%
09-10-14,168.76,168.63,168.86,168.63,0.08%
09-09-14,168.62,166.74,168.62,166.72,1.09%
09-08-14,166.81,166.75,166.81,166.75,-0.04%
09-05-14,166.87,166.63,167.32,166.54,0.52%
09-04-14,166.01,165.75,166.18,165.62,-0.05%
09-03-14,166.09,165.6,166.34,165.23,0.25%
09-02-14,165.67,164.87,165.79,164.65,0.44%
09-01-14,164.94,164.93,165.38,164.76,-0.08%
08-29-14,165.07,165.2,165.53,164.84,-0.11%
08-28-14,165.25,164.97,165.26,164.82,0.08%
08-27-14,165.12,164.95,165.19,164.83,-0.07%
08-26-14,165.24,165.35,165.71,165.12,-0.31%
08-25-14,165.75,165.6,166.32,165.6,0.16%
08-22-14,165.49,165.95,166.18,165,-0.55%
08-21-14,166.41,166.58,166.9,166.18,-0.10%
08-20-14,166.58,165.98,166.58,165.86,0.50%
08-19-14,165.75,165.44,166.03,165.44,0.05%
08-18-14,165.66,165.58,165.91,165.18,-0.28%
08-15-14,166.12,166.01,166.18,165.98,0.08%
08-14-14,165.99,167.27,167.62,165.81,-0.86%
08-13-14,167.43,166.73,167.43,166.66,0.38%
08-12-14,166.8,167.27,167.42,166.64,-0.39%
08-11-14,167.45,167.33,167.89,166.97,-0.55%
08-08-14,168.38,168.18,169.07,167.9,0.05%
08-07-14,168.29,167.57,168.55,167.24,0.30%
08-06-14,167.78,167.61,167.83,167.28,0.70%
08-05-14,166.62,166.76,167.28,166.42,-0.38%
08-04-14,167.25,166.87,167.46,166.5,-0.40%
08-01-14,167.93,167.19,168.12,166.8,0.86%
07-31-14,166.5,166.31,166.6,165.9,0.27%
07-30-14,166.05,166.06,166.25,165.31,0.12%
07-29-14,165.85,165.63,165.96,165.38,0.00%
07-28-14,165.85,165.76,166.01,165.26,0.08%
07-25-14,165.72,166.33,166.69,165.51,-0.28%
