Date,Open,High,Low,Close,Volume
2013-03-08,213000,216000,211500,213500,502957
2013-03-07,219000,219000,213500,216000,436573
2013-03-06,222000,223000,215500,217500,569348
2013-03-05,222500,224500,220000,221000,521078
2013-03-04,219500,222500,217000,219500,772775
2013-02-28,216500,219000,215000,218000,526062
2013-02-27,214500,217500,214000,215000,521503
2013-02-26,213500,214500,212000,213500,463454
2013-02-25,218000,218000,214500,214500,476875
2013-02-22,217500,220000,215500,219000,625921
2013-02-21,216000,218000,215000,216000,410509
2013-02-20,213500,217500,213000,217000,598957
2013-02-19,210000,213000,209500,210500,282960
2013-02-18,210000,212500,208000,209500,457195
2013-02-15,215000,217500,211500,213500,461788
2013-02-14,216500,218000,214500,216500,384863
2013-02-13,213500,217000,211500,216500,649483
2013-02-12,211500,212500,209000,211500,512366
2013-02-08,200500,210500,200000,209500,1078188
2013-02-07,200500,203000,199000,200000,452084
2013-02-06,203500,204000,199000,199500,494820
2013-02-05,201000,205000,201000,203500,338515
2013-02-04,206500,207500,202500,203500,590728
2013-02-01,207000,209500,205000,206500,637222
2013-01-31,203000,207000,202500,205000,652164
2013-01-30,205000,207000,201000,203500,764115
2013-01-29,201000,209000,199000,206500,1116585
2013-01-28,200500,202000,195000,198500,1414202
2013-01-25,202000,203500,199500,201000,1680848
2013-01-24,217000,217000,208000,208000,875127
2013-01-23,218500,221000,217000,218000,981045
2013-01-22,209000,216000,208500,214500,897891
2013-01-21,213500,214000,208500,210500,572217
2013-01-18,215000,215500,211000,213500,503906
2013-01-17,213500,214000,211500,212500,356338
2013-01-16,210500,212500,207500,210500,487273
2013-01-15,211000,214000,209000,209000,570667
2013-01-14,207500,210000,205500,209000,458650
2013-01-11,211500,211500,206000,206000,585256
2013-01-10,208000,210500,206000,209500,464526
2013-01-09,213000,213500,205500,207500,604544
2013-01-08,209000,212500,208500,210000,478907
2013-01-07,205500,209500,205500,208500,754035
2013-01-04,204500,207500,202500,206000,956549
2013-01-03,216000,216500,202500,206000,1725580
2013-01-02,220500,220500,215000,216000,669768
2012-12-28,221000,223000,217000,218500,637066
2012-12-27,223000,225000,220500,223000,362216
2012-12-26,224000,226000,222500,223000,357916
2012-12-24,222500,224000,221000,222500,348023
2012-12-21,223500,223500,220000,222500,534711
2012-12-20,228000,228000,220000,222500,1157295
2012-12-18,224000,226000,219500,224000,1092296
2012-12-17,228000,230500,223000,225000,595077
2012-12-14,227500,231000,227000,229500,475993
2012-12-13,231000,231000,227000,230500,931691
2012-12-12,228500,229500,224500,227000,422491
2012-12-11,228000,230500,225500,228500,420077
2012-12-10,231500,233500,227500,227500,505193
2012-12-07,227500,229500,224000,226000,478184
2012-12-06,230000,231000,227000,229500,408537
2012-12-05,227000,230500,226000,226500,378157
2012-12-04,230000,231500,226500,228000,280035
2012-12-03,228500,230500,227500,228500,421847
2012-11-30,231000,232000,225500,225500,694691
2012-11-29,228000,232000,227000,230500,763834
2012-11-28,226500,227000,221500,224500,561153
2012-11-27,219000,226500,217500,225000,707913
2012-11-26,217000,218500,216500,217000,282610
2012-11-23,210500,217000,210500,216500,455819
2012-11-22,212000,213000,209000,210000,562527
2012-11-21,214500,215500,212000,212500,347151
2012-11-20,218000,218000,211500,212500,554851
2012-11-19,215500,217500,211500,214000,414558
2012-11-16,211000,218000,210000,215500,532890
2012-11-15,212000,214500,210000,211500,373036
2012-11-14,211500,218000,209000,216500,567485
2012-11-13,217000,219000,210000,212000,389629
2012-11-12,214000,218500,211000,216500,717831
2012-11-09,208500,215000,204000,214000,907985
2012-11-08,208000,216000,207500,213000,1156386
2012-11-07,211000,213500,207500,212500,954181
2012-11-06,200500,209000,199500,208000,1526299
2012-11-05,201000,206000,197500,199500,2746758
2012-11-02,220500,220500,212000,215000,1143776
2012-11-01,220000,223500,211500,216000,2238789
2012-10-31,226000,228000,224000,224500,416833
2012-10-30,221000,227500,220000,225000,415983
2012-10-29,227000,229000,218000,219500,678454
2012-10-26,228000,228500,224000,226500,808776
2012-10-25,215000,227500,211500,226500,1070168
2012-10-24,221000,223000,213000,218000,918183
2012-10-23,227500,228000,223000,223000,356066
2012-10-22,224000,228000,223500,226000,334926
2012-10-19,230000,230000,225000,228000,437348
2012-10-18,231000,231000,227500,230000,359397
2012-10-17,230000,231000,226500,229500,459410
2012-10-16,228500,232000,226000,227500,567594
2012-10-15,224500,226500,222500,225500,696559
2012-10-12,232000,234500,226000,228500,728842
2012-10-11,235000,237000,231000,233000,594956
2012-10-10,234000,238000,234000,237000,345100
2012-10-09,238000,240000,235500,236500,364001
2012-10-08,242500,244000,236500,237500,497988
2012-10-05,245000,247000,240500,242500,668188
2012-10-04,245000,247000,242500,244500,596921
2012-10-02,247000,250000,245000,246500,363045
2012-09-28,250500,252000,248000,252000,639441
2012-09-27,246000,250500,245500,248500,706587
2012-09-26,242500,250000,242500,247000,852339
2012-09-25,242500,246500,242000,244500,440050
2012-09-24,240000,247000,237000,245000,523305
2012-09-21,241000,244000,239500,241000,367892
2012-09-20,241500,243000,238000,242000,548621
2012-09-19,248500,249000,241000,243000,578793
2012-09-18,250000,250000,244500,248500,409293
2012-09-17,246000,249500,243500,248000,520825
2012-09-14,240500,247500,240000,246000,968724
2012-09-13,235500,237000,231000,234500,451844
2012-09-12,234500,238000,234500,235500,407683
2012-09-11,236500,237000,234000,235000,303667
2012-09-10,237000,237500,233500,236500,310206
2012-09-07,232500,236000,231500,236000,546456
2012-09-06,228000,228500,225500,227500,491580
2012-09-05,233500,235000,226000,227000,862686
2012-09-04,240000,241500,234500,236000,555565
2012-09-03,240500,243500,238000,241500,340867
2012-08-31,244500,247000,239000,240500,478847
2012-08-30,244000,248000,242000,246000,498667
2012-08-29,242000,247000,242000,246000,272333
2012-08-28,244500,247000,242000,243500,283157
2012-08-27,245000,249500,244000,247000,516828
2012-08-24,241500,247000,240500,244000,397717
2012-08-23,245000,247500,242000,245500,391876
2012-08-22,242000,244500,239000,244000,330133
2012-08-21,240000,244500,240000,243000,335380
2012-08-20,247000,247500,240500,242000,425573
2012-08-17,247000,247000,243000,245500,514482
2012-08-16,251000,251000,243000,245000,560198
2012-08-14,248000,250000,246000,250000,412000
