date,close,open,high,low,volume,diff
03-20-13,92.96,92.09,93.28,92.09,27.76K,0.87%
03-19-13,92.16,93.8,94.09,92.03,96.80K,-1.69%
03-18-13,93.74,93.26,93.94,91.76,151.21K,0.31%
03-15-13,93.45,93.15,93.84,93,175.61K,0.45%
03-14-13,93.03,92.51,93.25,92.01,174.70K,0.55%
03-13-13,92.52,92.62,93.4,91.91,251.34K,-0.02%
03-12-13,92.54,91.94,93.47,91.6,283.11K,0.52%
03-11-13,92.06,91.83,92.15,90.89,194.61K,0.12%
03-08-13,91.95,91.42,92.03,90.83,219.96K,0.43%
03-07-13,91.56,90.42,91.73,90.22,234.92K,1.25%
03-06-13,90.43,90.83,91.17,89.55,244.17K,-0.43%
03-05-13,90.82,90.23,90.99,90.02,209.87K,0.78%
03-04-13,90.12,90.71,90.91,89.33,231.11K,-0.62%
03-01-13,90.68,91.76,91.97,90.04,248.47K,-1.49%
02-28-13,92.05,92.89,93.18,91.57,218.12K,-0.77%
02-27-13,92.76,92.72,93.37,92.18,201.51K,0.14%
02-26-13,92.63,91.92,93.44,91.92,230.84K,-0.52%
02-25-13,93.11,93.23,94.46,92.07,217.52K,-0.02%
02-22-13,93.13,92.96,93.48,92.44,204.26K,0.31%
02-21-13,92.84,94.72,94.92,92.63,286.43K,-1.72%
02-20-13,94.46,96.66,97.07,93.92,30.29K,-2.28%
02-19-13,96.66,95.97,96.73,95.25,118.31K,0.83%
02-15-13,95.86,97.34,97.47,95.21,223.59K,-1.49%
02-14-13,97.31,97.17,97.71,96.77,174.60K,0.31%
02-13-13,97.01,97.59,98.11,96.63,246.44K,-0.51%
02-12-13,97.51,96.96,97.79,96.68,239.80K,0.49%
02-11-13,97.03,95.79,97.09,94.97,283.96K,1.37%
02-08-13,95.72,95.92,96.57,95.27,229.24K,-0.11%
02-07-13,95.83,96.86,97.21,95.54,275.47K,-0.82%
02-06-13,96.62,96.64,96.99,95.04,282.80K,-0.02%
02-05-13,96.64,96.13,97.07,95.91,188.84K,0.49%
02-04-13,96.17,97.72,97.76,95.89,196.98K,-1.64%
02-01-13,97.77,97.42,98.15,96.51,270.28K,0.29%
01-31-13,97.49,97.96,98.04,96.84,230.63K,-0.46%
01-30-13,97.94,97.32,98.24,97.32,211.28K,0.38%
01-29-13,97.57,96.46,97.82,96.29,252.93K,1.17%
01-28-13,96.44,96.04,96.81,95.47,167.19K,0.58%
01-25-13,95.88,95.95,96.56,95.43,184.87K,-0.07%
01-24-13,95.95,95.5,96.68,95.12,232.04K,0.76%
01-23-13,95.23,96.76,96.92,94.95,318.01K,-1.05%
01-22-13,96.24,95.25,96.38,94.98,37.96K,0.71%
01-18-13,95.56,95.19,95.67,94.91,118.55K,0.07%
01-17-13,95.49,94.19,96.04,93.8,178.29K,1.33%
01-16-13,94.24,93.4,94.36,93.1,241.53K,1.03%
01-15-13,93.28,94.2,94.44,93.22,248.14K,-0.91%
01-14-13,94.14,93.74,94.29,92.95,248.60K,0.62%
01-11-13,93.56,93.87,94.13,92.65,257.82K,-0.28%
01-10-13,93.82,93.19,94.7,93.08,279.30K,0.77%
01-09-13,93.1,93.15,93.65,92.68,201.39K,-0.05%
01-08-13,93.15,93.32,93.8,92.67,195.87K,-0.04%
01-07-13,93.19,93.21,93.35,92.42,166.29K,0.11%
01-04-13,93.09,92.86,93.21,91.52,210.75K,0.18%
01-03-13,92.92,92.91,93.3,92.49,189.81K,-0.21%
01-02-13,93.12,91.78,93.87,91.56,203.87K,1.42%
12-31-12,91.82,90.41,91.99,90,119.53K,1.12%
12-28-12,90.8,91.15,91.49,90.32,131.37K,-0.08%
12-27-12,90.87,91,91.44,90.05,152.77K,-0.12%
12-26-12,90.98,88.62,91.3,88.59,141.60K,2.67%
12-24-12,88.61,88.6,88.86,88.2,48.52K,-0.06%
12-21-12,88.66,90.02,90.07,87.96,180.38K,-1.63%
12-20-12,90.13,89.69,90.54,89.26,178.14K,0.69%
12-19-12,89.51,87.94,89.9,87.81,36.81K,1.80%
12-18-12,87.93,87.45,88.16,87.21,93.13K,0.84%
12-17-12,87.2,86.88,87.71,86.48,157.23K,0.54%
12-14-12,86.73,86.13,86.92,86.05,218.27K,0.98%
12-13-12,85.89,86.77,86.97,85.81,228.42K,-1.01%
