date,close,open,high,low,diff
04-07-17,1137.89,1130.29,1140.81,1129.44,0.58%
04-06-17,1131.3,1127.27,1135.04,1125.77,0.27%
04-05-17,1128.28,1124.09,1129.15,1120.97,0.28%
04-04-17,1125.1,1116.27,1127.22,1115.79,0.70%
04-03-17,1117.28,1115.9,1119.54,1111.26,-0.03%
03-31-17,1117.65,1117.59,1122.68,1115.14,-0.08%
03-30-17,1118.6,1110.47,1119.81,1109.19,0.64%
03-29-17,1111.47,1115.41,1117.31,1109.79,-0.44%
03-28-17,1116.41,1110.31,1117.15,1109.89,0.46%
03-27-17,1111.32,1116.14,1117.58,1105.64,-0.56%
03-24-17,1117.56,1121.68,1125.61,1112.49,-0.46%
03-23-17,1122.68,1116.28,1124.64,1115.79,0.48%
03-22-17,1117.28,1122.03,1127.6,1115.59,-0.51%
03-21-17,1123.03,1113.51,1124.31,1113.09,0.76%
03-20-17,1114.52,1128.04,1131.31,1111.58,-1.29%
03-17-17,1129.04,1127.81,1134.14,1126.39,0.02%
03-16-17,1128.82,1127.61,1134.7,1124.85,0.02%
03-15-17,1128.62,1148.97,1150.84,1126.59,-1.86%
03-14-17,1149.97,1146.59,1151.2,1144.35,0.17%
03-13-17,1147.99,1147.72,1153.01,1142.75,-0.07%
03-10-17,1148.81,1159.09,1162.03,1147.19,-0.97%
03-09-17,1160.1,1153.79,1161.45,1152.09,0.43%
03-08-17,1155.19,1149.67,1156.88,1142.27,0.39%
03-07-17,1150.67,1154.15,1158.11,1145.19,-0.39%
03-06-17,1155.15,1151.41,1159.4,1151.12,0.25%
03-03-17,1152.32,1149.71,1159.85,1146.7,0.14%
03-02-17,1150.71,1139.23,1152.53,1138.79,0.92%
03-01-17,1140.23,1136.39,1146.42,1136,0.21%
02-28-17,1137.8,1133.65,1138.19,1123.56,0.28%
02-27-17,1134.65,1129.5,1135.21,1128.29,0.37%
02-24-17,1130.5,1132.09,1134.8,1126.9,-0.23%
02-23-17,1133.1,1137.48,1142.7,1128.19,-0.47%
02-22-17,1138.48,1141.89,1145.83,1136.69,-0.39%
02-21-17,1142.89,1144.37,1149.81,1140.59,-0.22%
02-20-17,1145.38,1149.61,1151.57,1143.89,-0.47%
02-17-17,1150.78,1140.99,1152.68,1140.49,0.77%
02-16-17,1141.99,1134.27,1144.04,1132.74,0.59%
02-15-17,1135.28,1137.89,1146.01,1132.19,-0.32%
02-14-17,1138.89,1148.71,1151.4,1133.59,-0.94%
02-13-17,1149.71,1145.59,1155.4,1145.17,0.27%
02-10-17,1146.6,1150.02,1155.4,1144.69,-0.38%
02-09-17,1151.02,1144.2,1152.28,1141.92,0.51%
02-08-17,1145.2,1142.39,1149.56,1141.16,0.16%
02-07-17,1143.39,1133.59,1148.48,1132.19,0.74%
02-06-17,1134.99,1137.36,1141.01,1130.1,-0.31%
02-03-17,1138.52,1143.09,1149.51,1133.16,-0.49%
02-02-17,1144.1,1152.71,1155.2,1136.63,-0.83%
02-01-17,1153.71,1150.65,1159.4,1148.89,0.18%
01-31-17,1151.65,1169.71,1171.11,1146.99,-1.63%
01-30-17,1170.71,1177.4,1179.43,1168.59,-0.69%
01-27-17,1178.82,1170.99,1180.93,1169.69,0.55%
01-26-17,1172.39,1161.7,1173.12,1155.3,0.83%
01-25-17,1162.7,1169.23,1170.35,1160.67,-0.64%
01-24-17,1170.23,1162.23,1170.77,1159.76,0.60%
01-23-17,1163.23,1174.35,1176.01,1161.79,-1.03%
01-20-17,1175.39,1174.18,1178.45,1167.63,0.02%
01-19-17,1175.18,1177.37,1181.53,1173.36,-0.27%
01-18-17,1178.38,1159.83,1178.95,1159.39,1.51%
01-17-17,1160.84,1182.37,1188.11,1159.15,-1.90%
01-16-17,1183.38,1174.05,1185.55,1174.04,0.71%
01-13-17,1175,1174.91,1181.4,1170.77,-0.08%
01-12-17,1175.91,1186.87,1188.18,1170.3,-1.01%
01-11-17,1187.88,1200.79,1203.36,1183.49,-1.16%
01-10-17,1201.8,1202.35,1204.26,1193.08,-0.13%
01-09-17,1203.36,1201,1209.61,1200.08,0.11%
01-06-17,1202,1180.79,1202.33,1179.19,1.68%
01-05-17,1182.19,1195.15,1196.72,1179.77,-1.17%
01-04-17,1196.15,1205.81,1210.11,1193.89,-0.88%
01-03-17,1206.82,1202.93,1212.81,1200.39,0.24%
01-02-17,1203.93,1205.85,1210.7,1202.19,-0.28%
12-30-16,1207.26,1205.39,1208.29,1199.73,0.07%
12-29-16,1206.39,1210.93,1212.42,1204.59,-0.46%
12-28-16,1211.93,1206.67,1215.11,1204.6,0.35%
12-27-16,1207.67,1199.35,1209.48,1198.89,0.56%
12-26-16,1200.99,1199.35,1202.72,1197.04,0.05%
12-23-16,1200.36,1204.25,1206.11,1198.9,-0.41%
12-22-16,1205.26,1193.19,1207.76,1192.59,0.93%
12-21-16,1194.19,1191.21,1198.26,1190.75,0.17%
12-20-16,1192.21,1186.69,1196.56,1186.55,0.34%
12-19-16,1188.14,1185.44,1191.98,1182.71,0.13%
12-16-16,1186.58,1182.39,1189.38,1180.15,0.27%
12-15-16,1183.39,1178.72,1187.89,1176.55,0.31%
12-14-16,1179.72,1163.3,1180.9,1162.18,1.32%
