date,close,open,high,low,diff
12-30-13,1457.38,1448.02,1458.06,1447.92,0.56%
12-27-13,1449.33,1450.01,1465.79,1446.55,-0.06%
12-26-13,1450.27,1448.95,1451.33,1446.21,-0.01%
12-25-13,1450.36,1449.27,1453.53,1446.83,-0.03%
12-24-13,1450.78,1451.67,1454.73,1446.19,-0.12%
12-23-13,1452.46,1450.76,1455.23,1448.94,0.06%
12-20-13,1451.64,1447.19,1455.67,1445.28,0.26%
12-19-13,1447.91,1439.21,1451.72,1437.32,0.55%
12-18-13,1440.01,1446.53,1453.47,1438.06,-0.47%
12-17-13,1446.88,1447.55,1448.99,1441.7,-0.15%
12-16-13,1449.03,1446.24,1453.35,1444.55,0.10%
12-13-13,1447.62,1445.1,1450.98,1443.53,0.09%
12-12-13,1446.34,1449.6,1455.64,1443.21,-0.28%
12-11-13,1450.4,1446.07,1453.03,1444.51,0.19%
12-10-13,1447.65,1445.99,1452.82,1443.69,0.07%
12-09-13,1446.59,1449.57,1451.97,1441.21,-0.14%
12-06-13,1448.67,1446.34,1448.98,1439.58,0.11%
12-05-13,1447.01,1441.88,1448.49,1434.53,0.26%
12-04-13,1443.29,1440.8,1444.55,1435.44,0.08%
12-03-13,1442.15,1432.53,1444.18,1431.9,0.61%
12-02-13,1433.37,1437.28,1441.07,1430.38,-0.33%
11-29-13,1438.16,1443.32,1444.51,1436.23,-0.41%
11-28-13,1444.09,1440.6,1445.81,1439.64,0.23%
11-27-13,1440.8,1438.51,1444.41,1437.21,0.10%
11-26-13,1439.34,1431.82,1439.66,1431.5,0.45%
11-25-13,1432.91,1437.43,1439.8,1429.29,-0.43%
11-22-13,1439.15,1431.01,1439.15,1427.44,0.50%
11-21-13,1431.96,1419.53,1433.29,1418.37,0.82%
11-20-13,1420.33,1428.07,1434.84,1417,-0.60%
11-19-13,1428.84,1424.35,1430.3,1423.11,0.26%
11-18-13,1425.17,1434.17,1435.52,1423.4,-0.64%
11-15-13,1434.3,1437.6,1438.68,1427.71,-0.28%
11-14-13,1438.37,1443.76,1445.81,1432.77,-0.42%
11-13-13,1444.41,1441,1445.6,1433.37,0.17%
11-12-13,1442.02,1437.12,1443.76,1432.27,0.29%
11-11-13,1437.8,1419.1,1438.97,1417.19,1.20%
